"About the data: Exported on Oct 01, 2024. Criteria: '""Universidad del Norte"" OR ""universidad del norte"" OR ""University of the North"" OR ""university of the north"" OR ""Uninorte"" OR ""uninorte""' in full data; Publication Year is 2020; Publication Type is Chapter; Open Access is Closed.  Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2024 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
1616,pub.1127790368,10.1007/978-3-030-47679-3_36,,,Development Methodology to Share Vehicles Optimizing the Variability of the Mileage,"Abstract
A simulation is a tool used to visualize the behaviors of a system, which will later help make decisions regarding how to handle the variables involved in the system, as well as the specific changes that have to be made. This study shows a case of vehicle allocation for different people within a company, evaluating methodologies, vehicle rotation to reduce the variance of the mileage and eliminating penalties with rental agencies for exceeding the permitted mileage. The paper shows a literature review of allocation models and similar studies, and later displays a detailed description of the problem, the variables that was used, the composition of the simulation and the optimization model that were generated, the results of the simulation, and finally, the findings of the research.",,,Lecture Notes in Computer Science,Computer Information Systems and Industrial Management,"Khalid Saeed, Jiří Dvorský",,2020-05-22,2020,2020-05-22,2020,12133,,426-435,Closed,Chapter,"Ramírez Polo, Luis E.; Santander-Mercado, Alcides R.; Jimenez-Barros, Miguel A.","Ramírez Polo, Luis E. (Universidad Autonoma del Caribe, Barranquilla, Colombia); Santander-Mercado, Alcides R. (Universidad del Norte, Barranquilla, Colombia); Jimenez-Barros, Miguel A. (Universidad de la Costa, Barranquilla, Colombia)","Jimenez-Barros, Miguel A. (University of the Coast)","Ramírez Polo, Luis E. (Universidad Autónoma del Caribe); Santander-Mercado, Alcides R. (Universidad del Norte); Jimenez-Barros, Miguel A. (University of the Coast)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1127790368,46 Information and Computing Sciences,
1597,pub.1126627611,10.1007/978-3-030-44689-5_24,,,"Cyclon Language First Grade App: Technological Platform to Support the Construction of Citizen and Democratic Culture of Science, Technology and Innovation in Children and Youth Groups","Abstract
This article shows the construction of software applications Cyclon Language First Grade App, like a strategy in which communities of practice, learning, knowledge, innovation and transformation are generated, understood as a transversal process, where collaborative, problematizing learning is encouraged, by critical inquiry, permanent interaction, cultural negotiations and the dialogue of knowledge, typical of the pedagogical proposal of the Ondas program. It is summarized in the following aspects: “Building an identity that incorporates the recognition of science and technology as a constituent element of everyday culture both in individuals and in the communities and institutions of which they are part, involving various sectors of society: productive, social, political, state and in the various territorial areas: local, departmental and national. Development of forms of organization oriented to the appropriation of values that recognize a cultural identity around science and technology in the aspects mentioned in the previous point. This implies models of participation, social mobilization and public recognition of scientific and technological activity. On the other hand, the incorporation of the research activity in the elementary and middle school involves the development of national, departmental and local financing mechanisms; in such a way that children and young people can develop their abilities and talents in a favorable environment of both social recognition and economic conditions. Development of a methodological strategy supported by ICT that helps the Colombian population to recognize and apply both individually and collectively, science and technology through research activities designed according to the characteristics of the scientific method. “The appropriation of ICTs as a constitutive part of the citizen and democratic culture of the CT + I and the construction of virtual reality as central to the process of knowledge democratization.",,,Lecture Notes in Computer Science,Intelligent Human Computer Interaction,"Uma Shanker Tiwary, Santanu Chaudhury",,2020-04-12,2020,2020-04-12,2020,11886,,270-280,Closed,Chapter,"Ariza-Colpas, Paola; Herrera-Tapias, Belina; Piñeres-Melo, Marlon; Guerrero-Cuentas, Hilda; Consuegra-Bernal, Mercedes; De-la-Hoz Valdiris, Ethel; Collazos Morales, Carlos Andrés; Morales-Ortega, Roberto Cesar","Ariza-Colpas, Paola (Universidad de la Costa, CUC, Barranquilla, Colombia); Herrera-Tapias, Belina (Universidad de la Costa, CUC, Barranquilla, Colombia); Piñeres-Melo, Marlon (Universidad del Norte, Barranquilla, Colombia); Guerrero-Cuentas, Hilda (Universidad de la Costa, CUC, Barranquilla, Colombia); Consuegra-Bernal, Mercedes (Universidad Simon Bolivar, Barranquilla, Colombia); De-la-Hoz Valdiris, Ethel (Universidad de la Costa, CUC, Barranquilla, Colombia); Collazos Morales, Carlos Andrés (Universidad Manuela Beltran, Bogotá, Colombia); Morales-Ortega, Roberto Cesar (Universidad de la Costa, CUC, Barranquilla, Colombia)","Ariza-Colpas, Paola (University of the Coast)","Ariza-Colpas, Paola (University of the Coast); Herrera-Tapias, Belina (University of the Coast); Piñeres-Melo, Marlon (Universidad del Norte); Guerrero-Cuentas, Hilda (University of the Coast); Consuegra-Bernal, Mercedes (Universidad Simón Bolívar); De-la-Hoz Valdiris, Ethel (University of the Coast); Collazos Morales, Carlos Andrés (Universidad Manuela Beltrán); Morales-Ortega, Roberto Cesar (University of the Coast)",3,2,,,,https://app.dimensions.ai/details/publication/pub.1126627611,46 Information and Computing Sciences,4 Quality Education
1563,pub.1126626943,10.1007/978-3-030-44689-5_23,,,Glyph Reader App: Multisensory Stimulation Through ICT to Intervene Literacy Disorders in the Classroom,"Abstract
This article shows the experience in the implementation of a tool called Glyph Reader, which is an application that has two interfaces, Web and Mobile and that responds to the need for an educational and interactive resource whose main objective is the Multisensory stimulation for literacy training in a population with cognitive disabilities and/specific learning disorder. The design of the activities that this application has is based on the theoretical model of multisensory stimulation Orton Gillingham, which seeks the development of basic skills for decoding isolated words based on a phonetic - graphic analysis of them. The techniques within this model use the basic concepts of intersensory integration of simultaneous visual-auditory-kinesthetic- tactile differentiation (VAKT), to which the Glyph Reader application takes full advantage, by including graphic phonetic recognition and training activities of syllables/words (exercises with symphons and exercises with combinations of consonants or working syllables), which pass from basic levels to complex levels of decoding, necessary for the development of literacy skills. The study sample for software validation is 250 students from the Eustorgio Salgar educational institution, in the municipality of Puerto Colombia, in the department of Atlántico - Colombia",To the company BlazingSoft for the development of the software GLYPH READER.,,Lecture Notes in Computer Science,Intelligent Human Computer Interaction,"Uma Shanker Tiwary, Santanu Chaudhury",,2020-04-12,2020,2020-04-12,2020,11886,,259-269,Closed,Chapter,"Ariza-Colpas, Paola; Leon-Jacobus, Alexandra; De-la-Hoz, Sandra; Piñeres-Melo, Marlon; Guerrero-Cuentas, Hilda; Consuegra-Bernal, Mercedes; Díaz-Martinez, Jorge; Morales-Ortega, Roberto Cesar; Collazos Morales, Carlos Andrés","Ariza-Colpas, Paola (Universidad de la Costa, CUC, Barranquilla, Colombia); Leon-Jacobus, Alexandra (Universidad Metropolitana de Barranquilla, Barranquilla, Colombia); De-la-Hoz, Sandra (Universidad de la Costa, CUC, Barranquilla, Colombia); Piñeres-Melo, Marlon (Universidad del Norte, Barranquilla, Colombia); Guerrero-Cuentas, Hilda (Universidad de la Costa, CUC, Barranquilla, Colombia); Consuegra-Bernal, Mercedes (Universidad Simon Bolivar, Barranquilla, Colombia); Díaz-Martinez, Jorge (Universidad de la Costa, CUC, Barranquilla, Colombia); Morales-Ortega, Roberto Cesar (Universidad de la Costa, CUC, Barranquilla, Colombia); Collazos Morales, Carlos Andrés (Universidad Manuela Beltran, Bogotá, Colombia)","Ariza-Colpas, Paola (University of the Coast)","Ariza-Colpas, Paola (University of the Coast); Leon-Jacobus, Alexandra (Universidad Metropolitana); De-la-Hoz, Sandra (University of the Coast); Piñeres-Melo, Marlon (Universidad del Norte); Guerrero-Cuentas, Hilda (University of the Coast); Consuegra-Bernal, Mercedes (Universidad Simón Bolívar); Díaz-Martinez, Jorge (University of the Coast); Morales-Ortega, Roberto Cesar (University of the Coast); Collazos Morales, Carlos Andrés (Universidad Manuela Beltrán)",3,2,,,,https://app.dimensions.ai/details/publication/pub.1126626943,46 Information and Computing Sciences,
1557,pub.1133316806,10.1007/978-3-030-59191-5_9,,,Electronic Leadership a Multifunctional Perspective: A Proposal Based on the Theory of the Structure of Initiation and Consideration of the Leadership and Adaptive Structures,"The objective of this article is to describe and elaborate a contextualization of how nowadays electronic leadership must become a strategic tool for organizations and since the beginning of the twenty-first century has evolved in a process of social influence mediated by Information and Communication Technologies, of such that it has come to produce changes in attitudes, feelings behaviors even in the performance of individuals within organizations. Modern leadership has had to adapt and learn to communicate with your work teams no longer traditionally face to face but through a communication mediated by different electronic elements from laptops, cell phones, tablets, and other items from anywhere in the world. The documentary methodology allowed us through the consultation of multiple documents and a broad contrast of the information to make a proposal that structures the leadership electronically and fundamentally the actions of leaders in virtualized environments such as those of today.",,,Advances in Intelligent Systems and Computing,Intelligent and Complex Systems in Economics and Business,"Ernesto León-Castro, Fabio Blanco-Mesa, Anna Maria Gil-Lafuente, Jose M. Merigó, Janusz Kacprzyk",,2020-12-08,2020,2020-12-08,2021,1249,,95-105,Closed,Chapter,"Canal-Carrillo, Andres Ivan; Ovalles-Toledo, luiz Vicente; González-Álvarez, Eleazar; Moreno-Freites, Zahira","Canal-Carrillo, Andres Ivan (Calle Selene 2042 APTO 9 Colonia Obrero Campesina, CP, 80013, Culiacan, Sinaloa, Mexico); Ovalles-Toledo, luiz Vicente (Privada los Almendros, 2237, Fraccionamiento Los Almendros, CP, 80026, Culiacán, Sinaloa, México); González-Álvarez, Eleazar (Calle Fray Pedro de Gante 4208 fraccionamiento Carlos V, CP, 80058, Culiacan, Sinaloa, Mexico); Moreno-Freites, Zahira (Universidad del Norte, Escuela de Negocios, Km.5 Vía Puerto Colombia, Barranquilla, Atlántico, Colombia)","Canal-Carrillo, Andres Ivan (Calle Selene 2042 APTO 9 Colonia Obrero Campesina, CP, 80013, Culiacan, Sinaloa, Mexico); Ovalles-Toledo, luiz Vicente (Privada los Almendros, 2237, Fraccionamiento Los Almendros, CP, 80026, Culiacán, Sinaloa, México); González-Álvarez, Eleazar (Calle Fray Pedro de Gante 4208 fraccionamiento Carlos V, CP, 80058, Culiacan, Sinaloa, Mexico); Moreno-Freites, Zahira (Universidad del Norte)","Canal-Carrillo, Andres Ivan (Calle Selene 2042 APTO 9 Colonia Obrero Campesina, CP, 80013, Culiacan, Sinaloa, Mexico); Ovalles-Toledo, luiz Vicente (Privada los Almendros, 2237, Fraccionamiento Los Almendros, CP, 80026, Culiacán, Sinaloa, México); González-Álvarez, Eleazar (Calle Fray Pedro de Gante 4208 fraccionamiento Carlos V, CP, 80058, Culiacan, Sinaloa, Mexico); Moreno-Freites, Zahira (Universidad del Norte)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1133316806,"35 Commerce, Management, Tourism and Services; 3507 Strategy, Management and Organisational Behaviour",
1556,pub.1124433160,10.1007/978-3-030-40690-5_55,,,R-IoT: An Architecture Based on Recoding RLNC for IoT Wireless Network with Erase Channel,"A wireless IoT communication architecture is proposed that takes advantage of RLNC recording properties on natives packets of Core network. The platform aims to cover the shortcomings of the TCP/UDP/IP internet protocol for a traffic streaming intrasession sensitive to the delay in wireless networks since the current systems in native mode do not differentiate between transmission failures due to bottlenecks caused by congestion or by the characteristics of the random medium. The system establishes a mapping of the population of packets to be transmitted over an RLNC coding system based on Finite fields (Galois field), which allows forwarding nodes to eliminate redundant information on the network to decrease communication times and increase throughput. Moreover, thanks to its configuration, the model takes advantage of a Cross-Layer communication, to define a dynamic trade-off between the parameters that define the performance of the system, which translates into a coding density in a reduction of the delay in each of the transmissions. The communication platform is presented under a simulation scheme supported by (KODO and NS3) and is compatible with the Multicast, Unicast, and Broadcast transmission types established under a channel with erasure effect.",,,Advances in Intelligent Systems and Computing,Information Technology and Systems,"Álvaro Rocha, Carlos Ferrás, Carlos Enrique Montenegro Marin, Víctor Hugo Medina García",,2020-01-31,2020,2020-01-31,2020,1137,,579-588,Closed,Chapter,"Julio, Yair Rivera; Garcia, Ismael Gutiérrez; Marquez, José","Julio, Yair Rivera (Universidad del Norte, Barranquilla, Colombia); Garcia, Ismael Gutiérrez (Universidad del Norte, Barranquilla, Colombia); Marquez, José (Universidad del Norte, Barranquilla, Colombia)","Julio, Yair Rivera (Universidad del Norte)","Julio, Yair Rivera (Universidad del Norte); Garcia, Ismael Gutiérrez (Universidad del Norte); Marquez, José (Universidad del Norte)",8,5,,2.73,,https://app.dimensions.ai/details/publication/pub.1124433160,40 Engineering; 4006 Communications Engineering; 46 Information and Computing Sciences; 4613 Theory Of Computation,
1549,pub.1148996945,10.18574/nyu/9781479867820.003.0019,,,About the Contributors,,,,,Disability Media Studies,"Elizabeth Ellcessor, Bill Kirkpatrick",,2020-05-22,2020,2020-05-22,2020-12-31,,,407-412,Closed,Chapter,,,,,0,0,,,,https://app.dimensions.ai/details/publication/pub.1148996945,,
1520,pub.1127784452,10.1007/978-3-030-47679-3_3,,,Spiral-Based Model for Software Architecture in Bio-image Analysis: A Case Study in RSV Cell Infection,"The advancement in biological and medical image acquisitions has allowed the development of numerous investigations in different fields supported by image analysis, from cell to physiological level. The complexity in the treatment of data, generated by image analysis, requires a structured methodology for software development. In this paper we proposed a framework to develop a software solution with a Service-Oriented Architecture (SOA) applied to the analysis of biological images. The framework is completed with a novel image analysis methodology that would help researchers to achieve better results in their image analysis projects. We evaluate our proposal in a scientific project related to cell image analysis.",,,Lecture Notes in Computer Science,Computer Information Systems and Industrial Management,"Khalid Saeed, Jiří Dvorský",,2020-05-22,2020,2020-05-22,2020,12133,,25-38,Closed,Chapter,"Gamarra, Margarita; Zurek, Eduardo; Nieto, Wilson; Jimeno, Miguel; Sierra, Deibys","Gamarra, Margarita (Universidad de la Costa, CUC, Barranquilla, Colombia); Zurek, Eduardo (Universidad del Norte, Barranquilla, Colombia); Nieto, Wilson (Universidad del Norte, Barranquilla, Colombia); Jimeno, Miguel (Universidad del Norte, Barranquilla, Colombia); Sierra, Deibys (Universidad del Magdalena, Santa Marta, Colombia)","Gamarra, Margarita (University of the Coast)","Gamarra, Margarita (University of the Coast); Zurek, Eduardo (Universidad del Norte); Nieto, Wilson (Universidad del Norte); Jimeno, Miguel (Universidad del Norte); Sierra, Deibys (University of Magdalena)",1,0,,0.45,,https://app.dimensions.ai/details/publication/pub.1127784452,46 Information and Computing Sciences; 4612 Software Engineering,
1496,pub.1132432475,10.1007/978-3-030-47553-6_4,,,Growth and Convergence Among Argentine Provinces Since 1895,"The economic development of Argentina since the end of the nineteenth century is a story of growth, splendour and then stagnation and relative decline. In this chapter we present the first consistent formal quantitative analysis of the regional dimension of that story. By putting together estimations of the provincial Gross Domestic Products (GDPs) for ten benchmark years between 1895 and 2004, we confirm the paramount importance of the city of Buenos Aires and the province of Buenos Aires in the national economy since the end of the nineteenth century. We also add new insights about the evolution of regional disparities: first, there is a remarkable persistence in the relative positions of the provinces along the whole period under analysis; second, this persistence is mainly due to the fact that the high levels of income per capita in some provinces of Patagonia and in Capital Federal—relative to provinces in the North—is a feature that is defined since the nineteenth century. Third, the explanation of a large share of regional inequality is related to high productivity generated by abundance of natural resources in some areas of Pampa Húmeda and Patagonia and by increasing returns in manufacturing and services in Capital Federal.",,,Palgrave Studies in Economic History,Time and Space,"Daniel A. Tirado-Fabregat, Marc Badia-Miró, Henry Willebald",,2020-11-08,2020,2020-11-08,2020,,,65-95,Closed,Chapter,"Aráoz, María Florencia; Nicolini, Esteban A.; Talassino, Mauricio","Aráoz, María Florencia (CIEDH—Universidad del Norte Santo Tomás de Aquino, Tucumán, Argentina; Universitat de Barcelona, Barcelona, Spain); Nicolini, Esteban A. (CIEDH—Universidad del Norte Santo Tomás de Aquino, Tucumán, Argentina; INVECO—Universidad Nacional de Tucumán, Tucumán, Argentina); Talassino, Mauricio (CIEDH—Universidad del Norte Santo Tomás de Aquino, Tucumán, Argentina; CONICET, Buenos Aires, Argentina; Universidad de San Andrés, Buenos Aires, Argentina)","Aráoz, María Florencia (Saint Thomas Aquinas North University; University of Barcelona)","Aráoz, María Florencia (Saint Thomas Aquinas North University; University of Barcelona); Nicolini, Esteban A. (Saint Thomas Aquinas North University; National University of Tucumán); Talassino, Mauricio (Saint Thomas Aquinas North University; National Scientific and Technical Research Council; University of San Andrés)",9,4,,3.6,,https://app.dimensions.ai/details/publication/pub.1132432475,38 Economics; 3801 Applied Economics; 3802 Econometrics,10 Reduced Inequalities; 8 Decent Work and Economic Growth
1495,pub.1131483127,10.1515/9780822395393-012,,,Suggestions for Further Reading,,,,,The Paraguay Reader,"Peter Lambert, Andrew Nickson",,2020-10-01,2020,2020-10-01,2020-12-31,,,457-462,Closed,Chapter,,,,,0,0,,,,https://app.dimensions.ai/details/publication/pub.1131483127,,
1484,pub.1127786656,10.1007/978-3-030-47679-3_14,,,Design of a Decision Support System for Multiobjective Activity Planning and Programming Using Global Bacteria Optimization,"Abstract
The success of any project lies in a great manner on keeping costs in the estimated values, as well as meeting customer required due date. Therefore, there is a current need of developing an information system that facilitates the creation and managing of projects and their processes, including costing schemes, as well as monitoring an optimizing project’s makespan. In order to address this situation a user-friendly information system (IS) was developed. This IS includes an optimization module that reduces the project’s execution time, thus, minimizing costs and ultimately providing the manager with the right tools for the correct development of the project. Therefore, a better planning of activities in a reduced time is accomplished. In this way, the project manager is equipped with a decision support system (DSS) that allows a better decision making and, thanks to this performance optimization, a cost-effective solution can be delivered to the company. The optimization module is the main innovative component in this IS, considering that addresses the problem as a multiobjective one, considering at the same time makespan and cost. This module is based on global bacteria optimization (GBO). This becomes the most relevant improvement when compared to other ISs in the market.",,,Lecture Notes in Computer Science,Computer Information Systems and Industrial Management,"Khalid Saeed, Jiří Dvorský",,2020-05-22,2020,2020-05-22,2020,12133,,158-171,Closed,Chapter,"Jimenez-Barros, Miguel Angel; Ramirez Rios, Diana Gineth; Ardila Hernandez, Carlos Julio; Castro Bolaño, Lauren Julieth; Neira Rodado, Dionicio","Jimenez-Barros, Miguel Angel (Universidad de la Costa, Barranquilla, Colombia); Ramirez Rios, Diana Gineth (Fundación Centro de Investigación en modelación Empresarial del Caribe, Barranquilla, Colombia); Ardila Hernandez, Carlos Julio (Fundación Universidad del Norte, Barranquilla, Colombia); Castro Bolaño, Lauren Julieth (Universidad de la Costa, Barranquilla, Colombia); Neira Rodado, Dionicio (Universidad de la Costa, Barranquilla, Colombia)","Neira Rodado, Dionicio (University of the Coast)","Jimenez-Barros, Miguel Angel (University of the Coast); Ramirez Rios, Diana Gineth (Fundación Centro de Investigación en modelación Empresarial del Caribe, Barranquilla, Colombia); Ardila Hernandez, Carlos Julio (Universidad del Norte); Castro Bolaño, Lauren Julieth (University of the Coast); Neira Rodado, Dionicio (University of the Coast)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1127786656,46 Information and Computing Sciences; 4605 Data Management and Data Science; 4609 Information Systems,
